drug	gene	risk_association	paired_tstat	p
MG132	ACOT2	Low_risk	-2.102901687	0.007751938
MG132	ACSM3	Low_risk	1.34064443	0.03875969
MG132	ADH5	Low_risk	-0.025639091	0.930232558
MG132	ADH6	Low_risk	0.0153152	0.984496124
MG132	ADRA2B	Low_risk	0.316331336	0.682170543
MG132	AKR1A1	Low_risk	-0.618489204	0.720930233
MG132	AKR1D1	Low_risk	-0.179780234	0.720930233
MG132	ALAS1	Low_risk	0.176921609	0.736434109
MG132	ALDH9A1	Low_risk	1.337146783	0.007751938
MG132	ANKRD46	Low_risk	0.240607692	0.651162791
MG132	AOX1	Low_risk	-0.948925829	0.170542636
MG132	AR	Low_risk	2.531086737	0.007751938
MG132	ARF4	Low_risk	0.162018727	0.76744186
MG132	ART1	Low_risk	2.373349805	0.054263566
MG132	ASAHL	Low_risk	1.746381672	0.007751938
MG132	ATP2C1	Low_risk	-0.058711898	0.891472868
MG132	ATP5D	Low_risk	-1.400941681	0.15503876
MG132	ATP6AP2	Low_risk	3.752732595	0.007751938
MG132	BAIAP2	Low_risk	-1.402794342	0.302325581
MG132	BRP44	Low_risk	-0.254313096	0.860465116
MG132	C4BPB	Low_risk	0.384364556	0.069767442
MG132	C5	Low_risk	-0.354943863	0.813953488
MG132	C8B	Low_risk	0.223732556	0.759689922
MG132	C9	Low_risk	-0.220864436	0.852713178
MG132	CALCR	Low_risk	0.542997113	0.542635659
MG132	CCT8	Low_risk	1.100863576	0.093023256
MG132	CPN1	Low_risk	-2.697010963	0.007751938
MG132	CPOX	Low_risk	1.138292624	0.007751938
MG132	CREB1	Low_risk	2.409663226	0.201550388
MG132	CTBS	Low_risk	0.240030651	0.713178295
MG132	CUTL2	Low_risk	-0.070017284	0.852713178
MG132	CYB5A	Low_risk	-1.585534856	0.007751938
MG132	CYP2B6	Low_risk	1.221077808	0.147286822
MG132	DAD1	Low_risk	-1.805525732	0.007751938
MG132	DLGAP4	Low_risk	-1.080044929	0.147286822
MG132	DOCK4	Low_risk	-1.449636685	0.023255814
MG132	DST	Low_risk	0.999842095	0.054263566
MG132	EIF2B1	Low_risk	0.580456621	0.186046512
MG132	EMD	Low_risk	0.788042522	0.11627907
MG132	ERCC5	Low_risk	1.55533847	0.007751938
MG132	F9	Low_risk	0.114721922	0.80620155
MG132	FAM129A	Low_risk	-1.204935043	0.124031008
MG132	GCGR	Low_risk	1.327136118	0.007751938
MG132	GCKR	Low_risk	-1.606593698	0.147286822
MG132	GGCX	Low_risk	0.258758574	0.697674419
MG132	GHR	Low_risk	1.2085224	0.170542636
MG132	GJB1	Low_risk	0.341083912	0.465116279
MG132	GRK4	Low_risk	1.122800611	0.186046512
MG132	GRM5	Low_risk	0.694886813	0.379844961
MG132	GSTM1	Low_risk	1.775340169	0.007751938
MG132	HAAO	Low_risk	-0.345569547	0.418604651
MG132	HABP2	Low_risk	0.078974587	0.790697674
MG132	HMGCL	Low_risk	0.019471751	0.829457364
MG132	HMGCR	Low_risk	0.489829576	0.434108527
MG132	HRASLS3	Low_risk	-4.616664964	0.007751938
MG132	HSPE1	Low_risk	-3.185840821	0.007751938
MG132	IGF1	Low_risk	-0.961019959	0.007751938
MG132	IMPA1	Low_risk	0.100118901	0.968992248
MG132	INSM1	Low_risk	0.094339314	0.968992248
MG132	KCNJ3	Low_risk	1.18279489	0.108527132
MG132	LIPC	Low_risk	-0.348421815	0.503875969
MG132	MGC29506	Low_risk	0.027894484	0.968992248
MG132	MSH6	Low_risk	1.176656766	0.503875969
MG132	NARS2	Low_risk	1.935567686	0.007751938
MG132	NENF	Low_risk	0.466026122	0.643410853
MG132	PCK1	Low_risk	-0.658407743	0.511627907
MG132	PCYT2	Low_risk	0.920801637	0.07751938
MG132	PFKFB1	Low_risk	1.635364961	0.007751938
MG132	PIGK	Low_risk	4.686097347	0.007751938
MG132	PKLR	Low_risk	-0.745221731	0.589147287
MG132	PLCB3	Low_risk	0.29123215	0.80620155
MG132	PLCG2	Low_risk	1.003128725	0.07751938
MG132	PLG	Low_risk	-0.209149238	0.930232558
MG132	PMM1	Low_risk	-2.128279615	0.007751938
MG132	POLRMT	Low_risk	-1.651530897	0.062015504
MG132	PON3	Low_risk	-0.015502241	0.976744186
MG132	PPP1R1A	Low_risk	0.6185736	0.403100775
MG132	PROS1	Low_risk	0.132408769	0.713178295
MG132	PSMB3	Low_risk	-0.530608269	0.868217054
MG132	PTPN18	Low_risk	-2.038228856	0.031007752
MG132	PTPN2	Low_risk	0.491944856	0.496124031
MG132	RAD52	Low_risk	0.901153483	0.302325581
MG132	RFC2	Low_risk	1.579536602	0.100775194
MG132	RLF	Low_risk	1.301792138	0.007751938
MG132	RPS6KA5	Low_risk	-0.012887197	0.953488372
MG132	RRM1	Low_risk	1.107010149	0.333333333
MG132	SC5DL	Low_risk	1.890603774	0.007751938
MG132	SCG5	Low_risk	2.842867624	0.007751938
MG132	SDHC	Low_risk	-0.965337767	0.11627907
MG132	SELENBP1	Low_risk	-1.340944384	0.007751938
MG132	SFRS2	Low_risk	0.981192333	0.240310078
MG132	SLC37A4	Low_risk	0.94509779	0.124031008
MG132	SLC4A4	Low_risk	-0.815664375	0.317829457
MG132	SNX10	Low_risk	1.05197723	0.015503876
MG132	SREBF2	Low_risk	-0.889482372	0.046511628
MG132	SSFA2	Low_risk	1.405667933	0.186046512
MG132	SUCLG1	Low_risk	-0.777320936	0.426356589
MG132	TAF1C	Low_risk	0.32985675	0.720930233
MG132	TDO2	Low_risk	0.106206473	0.860465116
MG132	TIMM8A	Low_risk	-0.583926847	0.333333333
MG132	TM7SF2	Low_risk	-1.821802552	0.007751938
MG132	TMEM97	Low_risk	1.148345781	0.054263566
MG132	TRAF6	Low_risk	0.135185166	0.821705426
MG132	TTR	Low_risk	-1.043582264	0.333333333
MG132	TXN2	Low_risk	2.212558027	0.007751938
MG132	USP14	Low_risk	2.250759926	0.147286822
MG132	VPS41	Low_risk	0.280929022	0.643410853
MG132	WDR23	Low_risk	-4.572268857	0.007751938
MG132	XPA	Low_risk	-1.934857926	0.007751938
MG132	ZBTB17	Low_risk	2.106165523	0.015503876
MG132	ZER1	Low_risk	-0.332104969	0.643410853
MG132	ZNF185	Low_risk	1.469169426	0.007751938
Nizatidine	ABLIM1	High_risk	-2.233331344	0.090909091
Nizatidine	ACTR2	High_risk	-0.090654572	0.818181818
Nizatidine	ADD3	High_risk	0.61407324	0.787878788
Nizatidine	AEBP1	High_risk	-0.547754849	0.666666667
Nizatidine	AKAP13	High_risk	0.300344178	0.242424242
Nizatidine	ANXA1	High_risk	1.160628873	0.484848485
Nizatidine	ANXA3	High_risk	-1.184642889	0.03030303
Nizatidine	AP1B1	High_risk	-1.281182826	0.666666667
Nizatidine	ATP4B	High_risk	0.879317984	0.363636364
Nizatidine	BCL2	High_risk	-0.2963529	0.727272727
Nizatidine	CCDC6	High_risk	-0.457355124	0.606060606
Nizatidine	CCL19	High_risk	2.144901394	0.090909091
Nizatidine	CCL21	High_risk	2.091327041	0.090909091
Nizatidine	CD48	High_risk	2.071375123	0.090909091
Nizatidine	CHERP	High_risk	-1.448143528	0.242424242
Nizatidine	CHSY1	High_risk	0.0424709	0.909090909
Nizatidine	COL16A1	High_risk	-0.005527519	0.96969697
Nizatidine	COL4A1	High_risk	-0.039296328	1
Nizatidine	COL6A3	High_risk	0.28018194	0.757575758
Nizatidine	CPA3	High_risk	-0.494538548	0.454545455
Nizatidine	CTNND2	High_risk	-0.872238235	0.181818182
Nizatidine	CXCR4	High_risk	2.688855983	0.090909091
Nizatidine	DAB2	High_risk	0.693047174	0.909090909
Nizatidine	DDR1	High_risk	-0.952982236	0.484848485
Nizatidine	DUSP5	High_risk	1.245295816	0.121212121
Nizatidine	EDG4	High_risk	-0.009009743	1
Nizatidine	EGF	High_risk	0.653902424	0.151515152
Nizatidine	ELOVL2	High_risk	-0.320485458	0.818181818
Nizatidine	EMP2	High_risk	0.470927983	0.454545455
Nizatidine	EPHA4	High_risk	1.06707123	0.212121212
Nizatidine	EPM2AIP1	High_risk	-0.968106551	0.03030303
Nizatidine	FBN1	High_risk	-0.190758465	0.878787879
Nizatidine	FILIP1L	High_risk	-0.032959885	0.878787879
Nizatidine	FMO1	High_risk	0.493699765	0.484848485
Nizatidine	FSHB	High_risk	0.464123478	0.727272727
Nizatidine	GBA	High_risk	1.999841676	0.090909091
Nizatidine	GPX2	High_risk	1.678043889	0.242424242
Nizatidine	HDAC9	High_risk	0.668532744	0.515151515
Nizatidine	HMG20B	High_risk	-0.405595229	0.666666667
Nizatidine	ICK	High_risk	0.42245244	0.545454545
Nizatidine	IER3	High_risk	0.607015343	0.818181818
Nizatidine	IFI30	High_risk	0.119131035	0.757575758
Nizatidine	IGFBP6	High_risk	1.897221643	0.090909091
Nizatidine	IQGAP1	High_risk	0.445631657	0.666666667
Nizatidine	ITGA9	High_risk	-0.205221209	1
Nizatidine	KRT7	High_risk	0.247817731	0.787878788
Nizatidine	LOXL2	High_risk	-0.71892588	0.393939394
Nizatidine	LPP	High_risk	-1.623929793	0.090909091
Nizatidine	MMP7	High_risk	-0.115430941	0.878787879
Nizatidine	NCAPH	High_risk	0.676871274	0.454545455
Nizatidine	NFKB2	High_risk	-1.531084677	0.03030303
Nizatidine	NOL7	High_risk	1.25097428	0.363636364
Nizatidine	NOS2A	High_risk	1.096369181	0.212121212
Nizatidine	NTS	High_risk	-0.935812226	0.03030303
Nizatidine	PODXL	High_risk	1.267023521	0.090909091
Nizatidine	PRKG2	High_risk	0.755879582	0.303030303
Nizatidine	PSMB9	High_risk	1.589483659	0.090909091
Nizatidine	RBM34	High_risk	0.66617867	0.606060606
Nizatidine	RNASE1	High_risk	1.512590587	0.090909091
Nizatidine	SERPINB2	High_risk	1.395302504	0.363636364
Nizatidine	SERPINB8	High_risk	-0.257602204	0.636363636
Nizatidine	SH3GL2	High_risk	0.562212124	0.666666667
Nizatidine	SLC12A2	High_risk	-0.527964689	0.545454545
Nizatidine	SLC7A1	High_risk	-0.191746503	0.636363636
Nizatidine	SLIT3	High_risk	-0.084196566	0.939393939
Nizatidine	SP100	High_risk	-0.182505642	0.787878788
Nizatidine	TCF4	High_risk	2.076200223	0.090909091
Nizatidine	TEAD4	High_risk	0.281827777	0.878787879
Nizatidine	TGFB1I1	High_risk	0.98350777	0.545454545
Nizatidine	TNK2	High_risk	-1.445280196	0.333333333
Nizatidine	TRIO	High_risk	-0.387341621	0.454545455
Nizatidine	TSC22D2	High_risk	-1.35660675	0.303030303
Nizatidine	WIPF1	High_risk	1.936307438	0.090909091
Nizatidine	AARS	Low_risk	-0.627457772	0.666666667
Nizatidine	ACOT2	Low_risk	-1.747559917	0.333333333
Nizatidine	ACSM3	Low_risk	0.661434768	0.212121212
Nizatidine	ADH5	Low_risk	1.20067483	0.151515152
Nizatidine	ADH6	Low_risk	0.523277656	0.575757576
Nizatidine	ADRA2B	Low_risk	0.965445052	0.303030303
Nizatidine	AKR1A1	Low_risk	-0.197324125	0.878787879
Nizatidine	AKR1D1	Low_risk	-0.511516544	0.545454545
Nizatidine	ALAS1	Low_risk	-1.70441706	0.03030303
Nizatidine	ALDH9A1	Low_risk	0.255745083	0.909090909
Nizatidine	ANKRD46	Low_risk	1.475402228	0.090909091
Nizatidine	AOX1	Low_risk	-0.847837199	0.242424242
Nizatidine	AR	Low_risk	-0.186609266	0.787878788
Nizatidine	ARF4	Low_risk	1.199505076	0.757575758
Nizatidine	ART1	Low_risk	0.148084731	1
Nizatidine	ASAHL	Low_risk	-1.084857898	0.272727273
Nizatidine	ATP2C1	Low_risk	0.515258168	0.787878788
Nizatidine	ATP5D	Low_risk	0.109577509	0.878787879
Nizatidine	ATP6AP2	Low_risk	1.041852778	0.393939394
Nizatidine	BAIAP2	Low_risk	-0.508696316	0.636363636
Nizatidine	BRP44	Low_risk	0.438953218	0.696969697
Nizatidine	C4BPB	Low_risk	0.869784492	0.848484848
Nizatidine	C5	Low_risk	0.266772884	0.848484848
Nizatidine	C8B	Low_risk	0.393535998	0.696969697
Nizatidine	C9	Low_risk	0.849773315	0.181818182
Nizatidine	CALCR	Low_risk	0.398922601	0.545454545
Nizatidine	CCT8	Low_risk	0.638169293	0.272727273
Nizatidine	CPN1	Low_risk	-0.037369393	0.96969697
Nizatidine	CPOX	Low_risk	-0.397921174	0.787878788
Nizatidine	CREB1	Low_risk	0.107712761	0.878787879
Nizatidine	CTBS	Low_risk	0.221543104	0.727272727
Nizatidine	CUTL2	Low_risk	-0.402916162	0.878787879
Nizatidine	CYB5A	Low_risk	0.303785865	0.696969697
Nizatidine	CYP2B6	Low_risk	-0.557607844	0.424242424
Nizatidine	DAD1	Low_risk	0.290882625	0.96969697
Nizatidine	DLGAP4	Low_risk	-0.140883802	0.909090909
Nizatidine	DOCK4	Low_risk	-0.682429525	0.575757576
Nizatidine	DST	Low_risk	-2.269903117	0.03030303
Nizatidine	EIF2B1	Low_risk	-0.306438547	0.757575758
Nizatidine	EMD	Low_risk	1.659947004	0.242424242
Nizatidine	ERCC5	Low_risk	-1.517289848	0.03030303
Nizatidine	F9	Low_risk	0.999317035	0.393939394
Nizatidine	FAM129A	Low_risk	0.265675826	0.909090909
Nizatidine	GCGR	Low_risk	-1.197946646	0.393939394
Nizatidine	GCKR	Low_risk	-2.209360357	0.151515152
Nizatidine	GGCX	Low_risk	-0.375614315	0.727272727
Nizatidine	GHR	Low_risk	1.522683164	0.333333333
Nizatidine	GJB1	Low_risk	-0.17673586	0.848484848
Nizatidine	GRK4	Low_risk	0.001142003	0.818181818
Nizatidine	GRM5	Low_risk	1.290980443	0.151515152
Nizatidine	GSTM1	Low_risk	0.240351143	0.818181818
Nizatidine	HAAO	Low_risk	-0.737932076	0.121212121
Nizatidine	HABP2	Low_risk	0.498372999	0.272727273
Nizatidine	HMGCL	Low_risk	0.098828474	0.878787879
Nizatidine	HMGCR	Low_risk	-0.507004174	0.818181818
Nizatidine	HRASLS3	Low_risk	-0.344909403	0.818181818
Nizatidine	HSPE1	Low_risk	0.607314172	0.666666667
Nizatidine	IGF1	Low_risk	1.137758225	0.090909091
Nizatidine	IMPA1	Low_risk	-1.999337761	0.303030303
Nizatidine	INSM1	Low_risk	0.920539565	0.636363636
Nizatidine	KCNJ3	Low_risk	-0.419047906	0.606060606
Nizatidine	LIPC	Low_risk	1.593706651	0.090909091
Nizatidine	MGC29506	Low_risk	-0.236979689	0.939393939
Nizatidine	MSH6	Low_risk	1.002335359	0.151515152
Nizatidine	NARS2	Low_risk	0.413324135	0.424242424
Nizatidine	NENF	Low_risk	1.490641761	0.606060606
Nizatidine	PCK1	Low_risk	-2.118913055	0.03030303
Nizatidine	PCYT2	Low_risk	-0.162093433	0.939393939
Nizatidine	PFKFB1	Low_risk	-1.654950061	0.363636364
Nizatidine	PIGK	Low_risk	0.204269694	0.878787879
Nizatidine	PKLR	Low_risk	-3.25325116	0.03030303
Nizatidine	PLCB3	Low_risk	0.151179554	1
Nizatidine	PLCG2	Low_risk	0.015140615	0.909090909
Nizatidine	PLG	Low_risk	0.96178702	0.393939394
Nizatidine	PMM1	Low_risk	-1.286600173	0.545454545
Nizatidine	POLRMT	Low_risk	-0.985438933	0.818181818
Nizatidine	PON3	Low_risk	1.870771378	0.121212121
Nizatidine	PPP1R1A	Low_risk	0.534572754	0.666666667
Nizatidine	PROS1	Low_risk	0.496300792	0.878787879
Nizatidine	PSMB3	Low_risk	-1.000957949	0.545454545
Nizatidine	PTPN18	Low_risk	-1.157410839	0.515151515
Nizatidine	PTPN2	Low_risk	-2.522928659	0.060606061
Nizatidine	RAD52	Low_risk	-1.976792701	0.212121212
Nizatidine	RFC2	Low_risk	-0.76918828	0.484848485
Nizatidine	RLF	Low_risk	0.196824159	0.96969697
Nizatidine	RPS6KA5	Low_risk	0.327233611	0.818181818
Nizatidine	RRM1	Low_risk	-0.729036585	0.272727273
Nizatidine	SC5DL	Low_risk	-0.008543206	0.939393939
Nizatidine	SCG5	Low_risk	1.258762	0.151515152
Nizatidine	SDHC	Low_risk	0.218499333	0.939393939
Nizatidine	SELENBP1	Low_risk	-1.128946946	0.424242424
Nizatidine	SFRS2	Low_risk	-1.43797383	0.151515152
Nizatidine	SLC37A4	Low_risk	-0.361834028	0.727272727
Nizatidine	SLC4A4	Low_risk	-0.7142222	0.515151515
Nizatidine	SNX10	Low_risk	0.788397238	0.484848485
Nizatidine	SREBF2	Low_risk	-0.048170717	0.939393939
Nizatidine	SSFA2	Low_risk	-0.096124442	0.96969697
Nizatidine	SUCLG1	Low_risk	-0.988379754	0.363636364
Nizatidine	TAF1C	Low_risk	-3.073718499	0.090909091
Nizatidine	TDO2	Low_risk	0.504410129	0.666666667
Nizatidine	TIMM8A	Low_risk	0.316496976	0.636363636
Nizatidine	TM7SF2	Low_risk	-1.81585841	0.03030303
Nizatidine	TMEM97	Low_risk	0.8236279	0.121212121
Nizatidine	TRAF6	Low_risk	0.757789519	0.151515152
Nizatidine	TTR	Low_risk	0.081958331	0.939393939
Nizatidine	TXN2	Low_risk	0.85833692	0.454545455
Nizatidine	USP14	Low_risk	-1.06556481	0.424242424
Nizatidine	VPS41	Low_risk	-1.240705021	0.03030303
Nizatidine	WDR23	Low_risk	0.226416101	0.96969697
Nizatidine	XPA	Low_risk	-0.40673915	0.818181818
Nizatidine	ZBTB17	Low_risk	-0.81373429	0.272727273
Nizatidine	ZER1	Low_risk	-1.147754914	0.363636364
Nizatidine	ZNF185	Low_risk	0.400512607	0.848484848
Pioglitazone	ABLIM1	High_risk	-0.298322245	0.734892788
Pioglitazone	ACTR2	High_risk	0.670491047	0.054580897
Pioglitazone	ADD3	High_risk	-0.04863484	0.98245614
Pioglitazone	AEBP1	High_risk	0.655970157	0.270955166
Pioglitazone	AKAP13	High_risk	0.416052874	0.541910331
Pioglitazone	ANXA1	High_risk	-1.058784126	0.16374269
Pioglitazone	ANXA3	High_risk	0.418533104	0.621832359
Pioglitazone	AP1B1	High_risk	0.209929917	0.808966862
Pioglitazone	ATP4B	High_risk	0.632495125	0.497076023
Pioglitazone	BCL2	High_risk	0.705136096	0.512670565
Pioglitazone	CCDC6	High_risk	-0.88022237	0.411306043
Pioglitazone	CCL19	High_risk	-0.233789798	0.563352827
Pioglitazone	CCL21	High_risk	-0.667799599	0.389863548
Pioglitazone	CD48	High_risk	0.036559763	0.990253411
Pioglitazone	CHERP	High_risk	-1.304489671	0.30994152
Pioglitazone	CHSY1	High_risk	-0.56091806	0.235867446
Pioglitazone	COL16A1	High_risk	0.744100716	0.230019493
Pioglitazone	COL4A1	High_risk	-0.220265756	0.617933723
Pioglitazone	COL6A3	High_risk	0.057768501	0.996101365
Pioglitazone	CPA3	High_risk	0.669174034	0.582846004
Pioglitazone	CTNND2	High_risk	-0.381270628	0.475633528
Pioglitazone	CXCR4	High_risk	0.287929867	0.606237817
Pioglitazone	DAB2	High_risk	0.292957983	0.485380117
Pioglitazone	DDR1	High_risk	0.110042459	0.871345029
Pioglitazone	DUSP5	High_risk	-1.556200663	0.040935673
Pioglitazone	EDG4	High_risk	-1.426352476	0.001949318
Pioglitazone	EGF	High_risk	1.540376444	0.06042885
Pioglitazone	ELOVL2	High_risk	0.187185876	0.906432749
Pioglitazone	EMP2	High_risk	1.103127572	0.226120858
Pioglitazone	EPHA4	High_risk	-0.514050327	0.674463938
Pioglitazone	EPM2AIP1	High_risk	-0.857869381	0.179337232
Pioglitazone	FBN1	High_risk	0.222103244	0.653021442
Pioglitazone	FILIP1L	High_risk	3.326072654	0.005847953
Pioglitazone	FMO1	High_risk	0.208501283	0.822612086
Pioglitazone	FSHB	High_risk	0.095506939	0.873294347
Pioglitazone	GBA	High_risk	-0.520356697	0.504873294
Pioglitazone	GPX2	High_risk	0.569301293	0.144249513
Pioglitazone	HDAC9	High_risk	0.447746673	0.631578947
Pioglitazone	HMG20B	High_risk	-0.690922636	0.177387914
Pioglitazone	ICK	High_risk	0.333937665	0.643274854
Pioglitazone	IER3	High_risk	-0.591825945	0.553606238
Pioglitazone	IFI30	High_risk	-1.787996813	0.044834308
Pioglitazone	IGFBP6	High_risk	1.35493696	0.183235867
Pioglitazone	IQGAP1	High_risk	1.047881299	0.28460039
Pioglitazone	ITGA9	High_risk	1.063913642	0.056530214
Pioglitazone	KRT7	High_risk	-0.123102505	0.992202729
Pioglitazone	LOXL2	High_risk	-0.294335026	0.7582846
Pioglitazone	LPP	High_risk	0.343172476	0.604288499
Pioglitazone	MMP7	High_risk	1.43343898	0.087719298
Pioglitazone	NCAPH	High_risk	2.500446897	0.015594542
Pioglitazone	NFKB2	High_risk	-2.256426611	0.001949318
Pioglitazone	NOL7	High_risk	0.853230216	0.325536062
Pioglitazone	NOS2A	High_risk	-0.397099203	0.748538012
Pioglitazone	NTS	High_risk	-0.344182906	0.600389864
Pioglitazone	PODXL	High_risk	-1.661339932	0.003898635
Pioglitazone	PRKG2	High_risk	-1.312736733	0.179337232
Pioglitazone	PSMB9	High_risk	-0.53698647	0.604288499
Pioglitazone	RBM34	High_risk	1.530605499	0.019493177
Pioglitazone	RNASE1	High_risk	0.319290533	0.539961014
Pioglitazone	SERPINB2	High_risk	-1.722273036	0.021442495
Pioglitazone	SERPINB8	High_risk	2.237706877	0.115009747
Pioglitazone	SH3GL2	High_risk	-0.180093068	0.906432749
Pioglitazone	SLC12A2	High_risk	-2.077873718	0.023391813
Pioglitazone	SLC7A1	High_risk	0.068528104	0.906432749
Pioglitazone	SLIT3	High_risk	0.324479248	0.606237817
Pioglitazone	SP100	High_risk	-1.109865937	0.033138402
Pioglitazone	TCF4	High_risk	1.56874902	0.003898635
Pioglitazone	TEAD4	High_risk	-1.999240781	0.001949318
Pioglitazone	TGFB1I1	High_risk	0.469397573	0.259259259
Pioglitazone	TNK2	High_risk	-0.644177808	0.426900585
Pioglitazone	TRIO	High_risk	1.837989103	0.066276803
Pioglitazone	TSC22D2	High_risk	-1.85145736	0.113060429
Pioglitazone	WIPF1	High_risk	-1.420585013	0.046783626
Pioglitazone	AARS	Low_risk	-1.0196572	0.202729045
Pioglitazone	ACOT2	Low_risk	-0.337859762	0.77582846
Pioglitazone	ACSM3	Low_risk	1.488222325	0.1208577
Pioglitazone	ADH5	Low_risk	-0.219537074	0.719298246
Pioglitazone	ADH6	Low_risk	1.089401419	0.085769981
Pioglitazone	ADRA2B	Low_risk	0.577275591	0.495126706
Pioglitazone	AKR1A1	Low_risk	-1.24384369	0.1208577
Pioglitazone	AKR1D1	Low_risk	0.549943952	0.280701754
Pioglitazone	ALAS1	Low_risk	-1.219679518	0.144249513
Pioglitazone	ALDH9A1	Low_risk	-0.059281243	0.943469786
Pioglitazone	ANKRD46	Low_risk	0.511733074	0.479532164
Pioglitazone	AOX1	Low_risk	0.406148739	0.49122807
Pioglitazone	AR	Low_risk	0.103824457	0.962962963
Pioglitazone	ARF4	Low_risk	-0.278869684	0.736842105
Pioglitazone	ART1	Low_risk	-0.430781247	0.730994152
Pioglitazone	ASAHL	Low_risk	1.077971043	0.01754386
Pioglitazone	ATP2C1	Low_risk	1.824240698	0.003898635
Pioglitazone	ATP5D	Low_risk	-1.285582325	0.173489279
Pioglitazone	ATP6AP2	Low_risk	-0.039637009	0.912280702
Pioglitazone	BAIAP2	Low_risk	0.212428503	0.834307992
Pioglitazone	BRP44	Low_risk	-1.325557542	0.1208577
Pioglitazone	C4BPB	Low_risk	1.257681736	0.011695906
Pioglitazone	C5	Low_risk	-0.965802172	0.023391813
Pioglitazone	C8B	Low_risk	-0.10332447	0.785575049
Pioglitazone	C9	Low_risk	0.784740945	0.025341131
Pioglitazone	CALCR	Low_risk	2.072107345	0.003898635
Pioglitazone	CCT8	Low_risk	0.942283934	0.052631579
Pioglitazone	CPN1	Low_risk	0.418271237	0.419103314
Pioglitazone	CPOX	Low_risk	-0.059328105	0.910331384
Pioglitazone	CREB1	Low_risk	0.027132856	0.984405458
Pioglitazone	CTBS	Low_risk	-0.78270577	0.187134503
Pioglitazone	CUTL2	Low_risk	-2.345490576	0.001949318
Pioglitazone	CYB5A	Low_risk	-0.600957025	0.321637427
Pioglitazone	CYP2B6	Low_risk	1.242610728	0.093567251
Pioglitazone	DAD1	Low_risk	-1.311138691	0.212475634
Pioglitazone	DLGAP4	Low_risk	-1.658624647	0.124756335
Pioglitazone	DOCK4	Low_risk	-0.813985076	0.118908382
Pioglitazone	DST	Low_risk	1.580520117	0.10331384
Pioglitazone	EIF2B1	Low_risk	-0.521550216	0.526315789
Pioglitazone	EMD	Low_risk	0.158316233	0.791423002
Pioglitazone	ERCC5	Low_risk	-0.312773752	0.541910331
Pioglitazone	F9	Low_risk	-0.561454268	0.142300195
Pioglitazone	FAM129A	Low_risk	-0.658540951	0.485380117
Pioglitazone	GCGR	Low_risk	-1.059442792	0.34502924
Pioglitazone	GCKR	Low_risk	0.304222221	0.787524366
Pioglitazone	GGCX	Low_risk	0.482721742	0.389863548
Pioglitazone	GHR	Low_risk	2.655098053	0.007797271
Pioglitazone	GJB1	Low_risk	-0.092201473	0.834307992
Pioglitazone	GRK4	Low_risk	1.343121548	0.105263158
Pioglitazone	GRM5	Low_risk	1.650847174	0.074074074
Pioglitazone	GSTM1	Low_risk	0.394314338	0.454191033
Pioglitazone	HAAO	Low_risk	-0.716267457	0.372319688
Pioglitazone	HABP2	Low_risk	0.007980043	0.968810916
Pioglitazone	HMGCL	Low_risk	-0.02972734	0.931773879
Pioglitazone	HMGCR	Low_risk	0.32325099	0.563352827
Pioglitazone	HRASLS3	Low_risk	-0.900230971	0.350877193
Pioglitazone	HSPE1	Low_risk	-0.70171146	0.37037037
Pioglitazone	IGF1	Low_risk	1.381102757	0.085769981
Pioglitazone	IMPA1	Low_risk	-0.01030219	0.984405458
Pioglitazone	INSM1	Low_risk	0.696680675	0.134502924
Pioglitazone	KCNJ3	Low_risk	1.551405789	0.099415205
Pioglitazone	LIPC	Low_risk	0.952092902	0.091617934
Pioglitazone	MGC29506	Low_risk	0.115168918	0.875243665
Pioglitazone	MSH6	Low_risk	0.890419118	0.329434698
Pioglitazone	NARS2	Low_risk	0.382003155	0.627680312
Pioglitazone	NENF	Low_risk	1.604704704	0.350877193
Pioglitazone	PCK1	Low_risk	-1.646095469	0.001949318
Pioglitazone	PCYT2	Low_risk	-2.088989565	0.007797271
Pioglitazone	PFKFB1	Low_risk	0.931240972	0.2417154
Pioglitazone	PIGK	Low_risk	-0.66167148	0.446393762
Pioglitazone	PKLR	Low_risk	0.254311567	0.801169591
Pioglitazone	PLCB3	Low_risk	-0.289070232	0.734892788
Pioglitazone	PLCG2	Low_risk	0.835803212	0.372319688
Pioglitazone	PLG	Low_risk	1.215288356	0.003898635
Pioglitazone	PMM1	Low_risk	-0.734364417	0.639376218
Pioglitazone	POLRMT	Low_risk	0.425536253	0.610136452
Pioglitazone	PON3	Low_risk	0.752211448	0.087719298
Pioglitazone	PPP1R1A	Low_risk	0.950495828	0.461988304
Pioglitazone	PROS1	Low_risk	1.806145799	0.003898635
Pioglitazone	PSMB3	Low_risk	-3.105626386	0.003898635
Pioglitazone	PTPN18	Low_risk	0.086302716	0.937621832
Pioglitazone	PTPN2	Low_risk	-0.283739796	0.734892788
Pioglitazone	RAD52	Low_risk	0.470990881	0.678362573
Pioglitazone	RFC2	Low_risk	-0.979756634	0.208576998
Pioglitazone	RLF	Low_risk	-0.112058009	0.863547758
Pioglitazone	RPS6KA5	Low_risk	1.573126725	0.003898635
Pioglitazone	RRM1	Low_risk	0.352873648	0.705653021
Pioglitazone	SC5DL	Low_risk	0.19024244	0.510721248
Pioglitazone	SCG5	Low_risk	-0.490838296	0.623781676
Pioglitazone	SDHC	Low_risk	-0.622540598	0.093567251
